"21944","Ульяновская область","2012-12-17T12:00:00","2012-11-30T00:00:00","Постановление Правительства Ульяновской области","564-П","","СТП Ульяновской области","0","","2012-12-17T12:00:00","Схемы территориального планирования субъектов Российской Федерации","ФГУП РосНИПИ Урбанистики","","tanyamir@mail.ru","Миронова Т.А.","8-(8422)27-09-72","Начальник отдела территориального планирования Министерства строительства Ульяновской области","6","34704408","Схема территориального планирования Ульяновской области","3538b3d2-252d-1709-e043-230019acb57c","","N","","","","25","","23408","21944","1","2","Ульяновская область","","8662"
"489","- город Ульяновск","2012-06-18T00:00:00","2007-06-27T00:00:00","Решение Городской Думы города Ульяновска Ульяновской области","83","","Геналан г. Ульяновска","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ФГУП ""РосНИПИУрбанистики""","","uaig_ul@mail.ru","Михайлина И.Ю.","+7(8422)272912","Главный специалист-эксперт","1","42647436","Генеральный план города Ульяновска","3538b3d2-5b43-1709-e043-230019acb57c","","N","","","","83","","27271","489","1","2","- город Ульяновск","","102491"
"490","- Город Димитровград","2012-06-15T00:00:00","2010-07-28T00:00:00","Решение Городской Думы города Димитровграда Ульяновской области первого созыва","34/459","","Генплан ГО МО ""Город Димитровград""","0","","2012-06-15T00:00:00","Генеральный план городских округов и поселений","ФГУП ""РосНИПИУрбанистики""","","ama.dim.arh@mail.ru","Акаева М.А.","+7(84235)24489","Начальник отдела информационного обеспечения муниципального казенного учреждения ""Управление архитектуры и градостроительства города Димитровграда""","5","6588536","Генеральный план городского округа муниципального образования ""Город Димитровград"" Ульяновской области","3538b3d2-4b4b-1709-e043-230019acb57c","","N","","","","83","","31574","490","1","2","- Город Димитровград","","102492"
"473","Кузоватовский муниципальный район","2012-06-15T00:00:00","2011-03-25T00:00:00","Решение совета депутатов муниципального образования Кузоватовский район Ульяновской области","17/14","","СТП Кузоватовского района","0","","2012-06-15T00:00:00","Схемы территориального планирования муниципальных районов","ТерНИИгражданпроект","","architekt73@yandex.ru","Миронова Татьяна Александровна","88422270972","Начальник отдела территориального планирования Министерства строительства Ульяновской области","3","48511376","Схема территориального планирования Кузоватовского района Ульяновской области","3538b3d2-2016-1709-e043-230019acb57c","","N","","","","49","","16844","473","1","2","Кузоватовский муниципальный район","","102169"
"29556","- Старотимошкинское","2012-06-19T01:00:00","2012-06-22T00:00:00","Решение Совета депутатов муниципального образования ""Старотимошкинское городское поселение""","2/1","","Генплан МО ""Старотимошкинское городское поселение""","0","","2012-06-19T01:00:00","Генеральный план городских округов и поселений","ПК ""ПРОЕКТ""","","samushkin@mail.ru","Самышкин А.С.","+7(84253)21191","Инженер","2","26604987","Генеральный план муниципального образования ""Старотимошкинское городское поселение""","3538b3d2-9520-1709-e043-230019acb57c","","N","","","","83","","18332","29556","1","2","- Старотимошкинское","","102021"
"5519","- Живайкинское","2012-06-19T00:00:00","2011-04-15T00:00:00","Решение Совета депутатов муниципального образования ""Живайкинское сельское поселение""","5/6","","Генплан МО ""Живайкинского сельского поселения""","0","","2012-06-19T00:00:00","Генеральный план городских округов и поселений","ПК ""ПРОЕКТ""","","samushkin@mail.ru","Самышкин А.С.","+7(84253)21191","Инженер","2","2200773","Генеральный план муниципального образования ""Живайкинского сельского поселения""","3538b3d2-9f33-1709-e043-230019acb57c","","N","","","","83","","25503","5519","1","2","- Живайкинское","","102022"
"5515","- Жадовское","2012-06-18T00:00:00","2011-03-21T00:00:00","Решение Совета депутатов МО ""Жадовское городское поселение"" Барышского района","1/1-2","","Генплан МО ""Жадовское городское поселение""","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ПК ""ПРОЕКТ""","","samushkin@mail.ru","Самышкин А.С.","+7(84253)21191","Инженр","3","7018126","Генеральный план муниципального образования ""Жадовское городское поселение"" муниципального образования ""Барышский район"" Ульяновской области","3538b3d2-a93b-1709-e043-230019acb57c","","N","","","","83","","26578","5515","1","2","- Жадовское","","102018"
"5517","- Ленинское","2012-06-18T00:00:00","2011-02-25T00:00:00","Решение Совета депутатов МО ""Ленинское городское поселение"" Барышского района Ульяновской области","2","","Генплан МО ""Ленинское городское поселение""","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ПК ""ПРОЕКТ""","","samushkin@mail.ru","Самышкин А.С.","+7(84253)21191","Инженер","2","2965584","Генеральный план муниципального образования ""Ленинское городское поселение""","3538b3d2-883f-1709-e043-230019acb57c","","N","","","","83","","28595","5517","1","2","- Ленинское","","102020"
"5516","- Измайловское","2012-06-18T01:00:00","2011-03-16T00:00:00","Решение Совета депутатов МО ""Измайловское городское поселение""","5/2","","Генплан МО ""Измайловское городское поселение""","0","","2012-06-18T01:00:00","Генеральный план городских округов и поселений","ПК ""ПРОЕКТ""","","samushkin@mail.ru","Самышкин А.С.","+7(84253)21191","Инженер","3","31161529","Генеральный план муниципального образования ""Измайловское городское поселение""","3538b3d2-5a47-1709-e043-230019acb57c","","N","","","","83","","29646","5516","1","2","- Измайловское","","102019"
"5555","- Гимовское","2012-06-19T00:00:00","2010-10-27T00:00:00","Решение Совета депутатов муниципального образования ""Майнски йрайон"" Ульяновской области","14/101","","Генплан МО ""Гимовское сельское поселение""","0","","2012-06-19T00:00:00","Генеральный план городских округов и поселений","ООО АБ ""М-ПРОЕКТ""","","21294@mail.ru","Пестов Е.Н.","+7(84244)21952","Начальник управления архитектуры и строительства администраци района","25","14860114","Генеральный план муниципального образования ""Гимовское сельское поселение"" Майнского района Ульяновской области","3538b3d2-0d1a-1709-e043-230019acb57c","","N","","","","83","","17928","5555","1","2","- Гимовское","","102181"
"5556","- Старомаклаушинское","2012-06-18T00:00:00","2010-10-27T00:00:00","Решение Совета депутатов муниципального образования ""Майнский район"" Ульяновской области","14/102","","Генплан МО Старомаклаушинское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО АБ ""М-ПРОЕКТ""","","21294@mail.ru","Пестов Е.Н.","+7(84244)21952","Начальник управления архитектуры и строительства администрации района","22","14516897","Генеральный план муниципального образоания Старомаклаушинское сельское поселение Майнского района Ульяновской области","3538b3d2-701c-1709-e043-230019acb57c","","N","","","","83","","19293","5556","1","2","- Старомаклаушинское","","102182"
"5553","- Анненковское","2012-06-18T00:00:00","2010-10-27T00:00:00","Решение Совета депутатов муниципального образования ""Майнский район"" Ульяновской области","14/102","","Генплан МО Анненковское СП","0","","2012-06-18T00:00:00","Генеральный план городских округов и поселений","ООО АБ ""М-ПРОЕКТ""","","21294@mail.ru","Пестов Е.Н.","+7(84244)21952","Начальник управления архитектуры и строительства  администрации района","20","14638028","Генеральный план  муниципального образования ""Анненковское сельское поселение"" Майнского района Ульяновской области","3538b3d2-402c-1709-e043-230019acb57c","","N","","","","83","","21797","5553","1","2","- Анненковское","","102179"
"5554","- Выровское","2012-06-19T00:00:00","2010-10-27T00:00:00","Решение Совета депутатов муниципального образования""Майнский район"" Ульяновской области","14/100","","Генплан МО ""Выровское сельское поселение""","0","","2012-06-19T00:00:00","Генеральный план городских округов и поселений","ООО АБ ""М-ПРОЕКТ""","","21294@mail.ru","Пестов Е.Н. ","+7(84244)21952","Начальник управления архитектуры и строительства  администрации района","19","11176542","Генеральный план муниципального образования ""Выровское сельское поселение"" Майнского района Ульяновской области","3538b3d2-eb42-1709-e043-230019acb57c","","N","","","","83","","27541","5554","1","2","- Выровское","","102180"
"5617","- Лавинское","2012-06-19T00:00:00","2012-04-11T00:00:00","Решение Совета депутатов муниципального образования ""Сурский район""","47/15","","Генплан МО Лавинское СП","0","","2012-06-19T00:00:00","Генеральный план городских округов и поселений","ООО АБ ""М-ПРОЕКТ""","","arxitektura-surskoe@mail.ru","Сидорченко Т.И.","+7(84242)21839","Начальник управления","24","4092138","Генеральный план муниципального образования Лавинское сельское поселение Сурского района Ульяновской области","3538b3d2-5245-1709-e043-230019acb57c","","N","","","","83","","29985","5617","1","2","- Лавинское","","102253"
"477","Новомалыклинский муниципальный район","2012-10-02T13:00:00","2012-09-28T00:00:00","Решение совета депутатов мо Новомалыклинский район","37/84","","СТП МО Новомалыклинский район","0","","2012-10-02T13:00:00","Схемы территориального планирования муниципальных районов","ООО ""Ульяновсстройпроект""","","arxit-2011@mail.ru","Павлова НК, Злобин ОА","88423222317","Нач. отдела, гл. спец. эксперт","2","10534859","Схема территориального планирования МО Новомалыклинский район","3538b3d2-3d3a-1709-e043-230019acb57c","","N","","","","49","","27026","477","1","2","Новомалыклинский муниципальный район","","102203"
"5637","- Мокробугурнинское","2012-06-22T00:00:00","2011-03-30T00:00:00","Решение Совета депутатов муниципального образования ""Мокробугурнинское сельское поселение""","95","","Генплан МО ""Мокробугурнинское сельское поселение""","0","","2012-06-22T00:00:00","Генеральный план городских округов и поселений","ООО ""Ульяновскгражданпроект""","","cilnadm@mail.ru","Кучатов Р.А.","+7(84245)21376","Ведущий инженер отдела архитектуры и градостроительства","5","30595462","Генеральный план муниципального образования ""Мокробугурнинское сельское поселение"" Цильнинского района Ульяновской области","3538b3d2-7416-1709-e043-230019acb57c","","N","","","","83","","16925","5637","1","2","- Мокробугурнинское","","102475"
"5634","- Цильнинское","2012-06-21T00:00:00","2010-12-24T00:00:00","Решение Совета депутатов муниципального образования ""Цильнинское городское поселение""","46","","Генплан МО ""Цильнинское городское поселение""","0","","2012-06-21T00:00:00","Генеральный план городских округов и поселений","ООО ""Ульяновскгражданпроект""","","cilnadm@mail.ru","Кучатов Рафис Абдерашитович","+7(84245)21376","Ведущий инженер отдела архитектуры и градостроительства","1","171519615","Генеральный план муниципального образования ""Цильнинское городское поселение"" Цильнинского района Ульяновской области","3538b3d2-2c30-1709-e043-230019acb57c","","N","","","","83","","22723","5634","1","2","- Цильнинское","","102472"
"5635","- Большенагаткинское","2012-06-21T00:00:00","2010-12-20T00:00:00","Решение Совета депутатов","50","","Генплан МО ""Большенагаткинское сельское поселение""","0","","2012-06-21T00:00:00","Генеральный план городских округов и поселений","ООО ""Ульяновскгражданпроект""","","cilnadm@mail.ru","Кучатов Р.А.","+7(84245)21376","Ведущий инженер отдела архитектуры и градостроительства","1","150838415","Генеральный план муниципального образования ""Большенагаткинское сельское поселение"" Цильнинского района Ульяновской области","3538b3d2-0236-1709-e043-230019acb57c","","N","","","","83","","24205","5635","1","2","- Большенагаткинское","","102473"
"5641","- Анненковское","2012-06-22T00:00:00","2011-02-28T00:00:00","Решение Совета депутатов муниципального образования ""Анненковское сельское поселение""","68","","Генплан МО ""Анненковское сельское поселение""","0","","2012-06-22T00:00:00","Генеральный план городских округов и поселений","ООО ""Ульяновскгражданпроект""","","cilnadm@mail.ru","Кучатов Р.А.","+7(84245)21376","Ведущий инженер отдела архитектуры и градостроительства","5","26751159","Генеральный план муниципального образования ""Анненковское сельское поселение"" Цильнинского района Ульяновской области","3538b3d2-4445-1709-e043-230019acb57c","","N","","","","83","","29934","5641","1","2","- Анненковское","","102479"
"5640","- Алгашинское","2012-06-22T00:00:00","2010-12-21T00:00:00","Решение Совета депутатов муниципального образования ""Алгашинское сельское поселение""","60","","Генплан МО ""Алгашинское сельское поселение""","0","","2012-06-22T00:00:00","Генеральный план городских округов и поселений","ООО ""Ульяновскгражданпроект""","","cilnadm@mail.ru","Кучатов Р.А.","+7(84245)21376","Ведущий инженер отдела архитектуры и градостроительства","4","39294202","Генеральный план муниципального образования ""Алгашинское сельское поселение"" Цильнинского района Ульяновской области","3538b3d2-0d4f-1709-e043-230019acb57c","","N","","","","83","","30150","5640","1","2","- Алгашинское","","102478"
"5638","- Новоникулинское","2012-06-22T00:00:00","2010-12-23T00:00:00","Решение Совета депутатов муниципального образования ""Новоникулинское сельское поселение""","59","","Генплан МО ""Новоникулинское сельское поселение""","0","","2012-06-22T00:00:00","Генеральный план городских округов и поселений","ООО ""Ульяновскгражданпроект""","","cilnadm@mail.ru","Кучатов Р.А.","+7(84245)21376","Ведущий инженер отдела архитектуры и градостроительства","6","12679452","Генеральный план муниципального образования ""Новоникулинское сельское поселение"" Цильнинского района Ульяновской области","3538b3d2-1c4f-1709-e043-230019acb57c","","N","","","","83","","30241","5638","1","2","- Новоникулинское","","102476"
